?û³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼??û	¶ÔÓ¦Îï¼?Ë÷??	¿í¶È	¸ß¶È	Ëµ?÷ÎÄ×Ö	Îå??Êô?Ô	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµ?·Å	½Å±¾?û(²ÎÊ?1)	¼¼ÄÜID£¨²ÎÊ?1£©	²ÎÊ?2(ÊÍ·¨Àà?Í)	²ÎÊ?3(ÊÇ·ñ¹?²¥)	²ÎÊ?4(ÊÇ·ñÓ?µÈ¼¶¸ÅÄî)	²ÎÊ?5(ÊÇ·ñ¿É·Å¿?½?À¸)	Target	ÎïÆ·×î´óµ?·ÅÖµ	?ªÇóµÈ¼¶ÏàÍ¬	?ªÇóÎå??ÏàÍ¬	?ªÇó??ÔËÏàÍ¬	?ªÇóMagicLevel1ÏàÍ¬	?ªÇóMagicLevel2ÏàÍ¬	?ªÇóMagicLevel3ÏàÍ¬	?ªÇóMagicLevel4ÏàÍ¬	?ªÇóMagicLevel5ÏàÍ¬	?ªÇóMagicLevel6ÏàÍ¬	µÀ¾ß¶îÍâ²ÎÊ?1	µÀ¾ß¶îÍâ²ÎÊ?2	µÀ¾ß¶îÍâ²ÎÊ?3	µÀ¾ß¶îÍâ²ÎÊ?4	µÀ¾ß¶îÍâ²ÎÊ?5	µÀ¾ß¶îÍâ²ÎÊ?6
Ô½ÄÏ×Ô¶¨?åµÀ¾ß352	6	1	30259	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß852		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß353	6	1	30260	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß853		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß354	6	1	30261	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß854		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß355	6	1	30262	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß855		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß356	6	1	30263	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß856		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß357	6	1	30264	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß857		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß358	6	1	30265	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß858		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß359	6	1	30266	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß859		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß360	6	1	30267	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß860		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß361	6	1	30268	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß861		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß362	6	1	30269	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß862		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß363	6	1	30270	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß863		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß364	6	1	30271	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß864		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß365	6	1	30272	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß865		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß366	6	1	30273	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß866		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß367	6	1	30274	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß867		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß368	6	1	30275	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß868		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß369	6	1	30276	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß869		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß370	6	1	30277	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß870		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß371	6	1	30278	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß871		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß372	6	1	30279	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß872		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß373	6	1	30280	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß873		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß374	6	1	30281	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß874		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß375	6	1	30282	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß875		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß376	6	1	30283	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß876		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß377	6	1	30284	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß877		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß378	6	1	30285	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß878		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß379	6	1	30286	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß879		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß380	6	1	30287	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß880		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß381	6	1	30288	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß881		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Huy?t Long §»ng	6	1	30289	\spr\item\meridian\xuelongteng.spr	41	1	1	"Dïng 10 Huy?t Long §»ng ti?n hµnh xung m¹ch, thÊt b¹i sÏ kh«ng gi¶m cÊp ®é kinh m¹ch."		0	1	1	\script\item\noscript.lua	0	1	1	1	0		50	1	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß383	6	1	30290	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß883		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß384	6	1	30291	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß884		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß385	6	1	30292	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß885		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß386	6	1	30293	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß886		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß387	6	1	30294	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß887		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß388	6	1	30295	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß888		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß389	6	1	30296	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß889		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß390	6	1	30297	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß890		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß391	6	1	30298	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß891		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß392	6	1	30299	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß892		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß393	6	1	30300	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß893		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß394	6	1	30301	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß894		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß395	6	1	30302	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß895		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß396	6	1	30303	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß896		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß397	6	1	30304	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß897		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß398	6	1	30305	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß898		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß399	6	1	30306	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß899		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß400	6	1	30307	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß900		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß401	6	1	30308	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß901		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß402	6	1	30309	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß902		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß403	6	1	30310	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß903		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß404	6	1	30311	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß904		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß405	6	1	30312	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß905		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß406	6	1	30313	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß906		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thiªn S¬n Th¸nh Thñy	6	1	30314	\spr\item\qingren_jieri\200902\tianxianshui.spr	41	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß907		0	1	1	\script\vng_feature\skill_150_training.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß408	6	1	30315	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß908		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß409	6	1	30316	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß909		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß410	6	1	30317	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß910		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß411	6	1	30318	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß911		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß412	6	1	30319	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß912		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß413	6	1	30320	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß913		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß414	6	1	30321	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß914		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß415	6	1	30322	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß915		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß416	6	1	30323	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß916		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß417	6	1	30324	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß917		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß418	6	1	30325	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß918		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß419	6	1	30326	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß919		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß420	6	1	30327	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß920		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß421	6	1	30328	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß921		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß422	6	1	30329	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß922		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß423	6	1	30330	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß923		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß424	6	1	30331	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß924		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß425	6	1	30332	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß925		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß426	6	1	30333	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß926		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß427	6	1	30334	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß927		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß428	6	1	30335	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß928		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß429	6	1	30336	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß929		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß430	6	1	30337	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß930		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß431	6	1	30338	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß931		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß432	6	1	30339	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß932		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß433	6	1	30340	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß933		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß434	6	1	30341	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß934		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß435	6	1	30342	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß935		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß436	6	1	30343	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß936		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß437	6	1	30344	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß937		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß438	6	1	30345	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß938		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß439	6	1	30346	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß939		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß440	6	1	30347	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß940		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß441	6	1	30348	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß941		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß442	6	1	30349	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß942		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß443	6	1	30350	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß943		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß444	6	1	30351	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß944		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Ô½ÄÏ×Ô¶¨?åµÀ¾ß445	6	1	30352	\spr\item\questkey\taskobj056.spr	387	1	1	Ô½ÄÏ×Ô¶¨?åµÀ¾ß945		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
